sample start time,distance,confidence
 09 Aug 2022 13:15:16 +0000 ,6746,100
 09 Aug 2022 13:15:16 +0000 ,6746,100
 09 Aug 2022 13:15:16 +0000 ,6746,100
 09 Aug 2022 13:15:16 +0000 ,6743,100
 09 Aug 2022 13:15:16 +0000 ,6743,100
 09 Aug 2022 13:15:16 +0000 ,6743,100
 09 Aug 2022 13:15:16 +0000 ,6743,100
 09 Aug 2022 13:15:16 +0000 ,6743,100
 09 Aug 2022 13:15:16 +0000 ,6743,100
 09 Aug 2022 13:15:16 +0000 ,6743,100
 09 Aug 2022 13:15:16 +0000 ,6743,100
 09 Aug 2022 13:15:16 +0000 ,6743,100
 09 Aug 2022 13:15:16 +0000 ,6745,100
 09 Aug 2022 13:15:16 +0000 ,6745,100
 09 Aug 2022 13:15:16 +0000 ,6745,100
 09 Aug 2022 13:15:16 +0000 ,6745,100
 09 Aug 2022 13:15:16 +0000 ,6745,100
 09 Aug 2022 13:15:16 +0000 ,6745,100
 09 Aug 2022 13:15:16 +0000 ,6744,100
 09 Aug 2022 13:15:16 +0000 ,6744,100
 09 Aug 2022 13:15:16 +0000 ,6744,100
 09 Aug 2022 13:15:16 +0000 ,6740,100
 09 Aug 2022 13:15:16 +0000 ,6740,100
 09 Aug 2022 13:15:16 +0000 ,6740,100
 09 Aug 2022 13:15:16 +0000 ,6743,83
 09 Aug 2022 13:15:16 +0000 ,6743,83
 09 Aug 2022 13:15:16 +0000 ,6743,83
 09 Aug 2022 13:15:16 +0000 ,6739,83
 09 Aug 2022 13:15:16 +0000 ,6739,83
 09 Aug 2022 13:15:16 +0000 ,6739,83
 09 Aug 2022 13:15:16 +0000 ,6738,83
 09 Aug 2022 13:15:16 +0000 ,6738,83
 09 Aug 2022 13:15:16 +0000 ,6738,83
 09 Aug 2022 13:15:16 +0000 ,6740,83
 09 Aug 2022 13:15:16 +0000 ,6740,83
 09 Aug 2022 13:15:16 +0000 ,6740,83
 09 Aug 2022 13:15:16 +0000 ,6740,100
 09 Aug 2022 13:15:16 +0000 ,6740,100
 09 Aug 2022 13:15:16 +0000 ,6740,100
 09 Aug 2022 13:15:16 +0000 ,6738,100
 09 Aug 2022 13:15:16 +0000 ,6738,100
 09 Aug 2022 13:15:16 +0000 ,6738,100
 09 Aug 2022 13:15:16 +0000 ,6737,83
 09 Aug 2022 13:15:16 +0000 ,6737,83
 09 Aug 2022 13:15:16 +0000 ,6737,83
 09 Aug 2022 13:15:16 +0000 ,6735,66
 09 Aug 2022 13:15:16 +0000 ,6735,66
 09 Aug 2022 13:15:16 +0000 ,6735,66
 09 Aug 2022 13:15:16 +0000 ,6734,50
 09 Aug 2022 13:15:16 +0000 ,6734,50
 09 Aug 2022 13:15:16 +0000 ,6734,50
 09 Aug 2022 13:15:16 +0000 ,6727,50
 09 Aug 2022 13:15:16 +0000 ,6727,50
 09 Aug 2022 13:15:16 +0000 ,6727,50
 09 Aug 2022 13:15:16 +0000 ,6735,50
 09 Aug 2022 13:15:16 +0000 ,6735,50
 09 Aug 2022 13:15:16 +0000 ,6735,50
 09 Aug 2022 13:15:16 +0000 ,6734,33
 09 Aug 2022 13:15:16 +0000 ,6734,33
 09 Aug 2022 13:15:16 +0000 ,6734,33
 09 Aug 2022 13:15:16 +0000 ,6734,33
 09 Aug 2022 13:15:16 +0000 ,6734,33
 09 Aug 2022 13:15:16 +0000 ,6734,33
 09 Aug 2022 13:15:16 +0000 ,6729,33
 09 Aug 2022 13:15:16 +0000 ,6729,33
 09 Aug 2022 13:15:16 +0000 ,6729,33
 09 Aug 2022 13:15:16 +0000 ,6719,33
 09 Aug 2022 13:15:16 +0000 ,6719,33
 09 Aug 2022 13:15:16 +0000 ,6719,33
 09 Aug 2022 13:15:16 +0000 ,6720,33
 09 Aug 2022 13:15:16 +0000 ,6720,33
 09 Aug 2022 13:15:16 +0000 ,6720,33
 09 Aug 2022 13:15:16 +0000 ,6713,16
 09 Aug 2022 13:15:16 +0000 ,6713,16
 09 Aug 2022 13:15:16 +0000 ,6713,16
 09 Aug 2022 13:15:16 +0000 ,6712,33
 09 Aug 2022 13:15:16 +0000 ,6712,33
 09 Aug 2022 13:15:16 +0000 ,6712,33
 09 Aug 2022 13:15:16 +0000 ,6714,33
 09 Aug 2022 13:15:16 +0000 ,6714,33
 09 Aug 2022 13:15:16 +0000 ,6714,33
 09 Aug 2022 13:15:16 +0000 ,6716,33
 09 Aug 2022 13:15:16 +0000 ,6716,33
 09 Aug 2022 13:15:16 +0000 ,6716,33
 09 Aug 2022 13:15:16 +0000 ,6719,49
 09 Aug 2022 13:15:16 +0000 ,6719,49
 09 Aug 2022 13:15:16 +0000 ,6719,49
 09 Aug 2022 13:15:16 +0000 ,6722,49
 09 Aug 2022 13:15:16 +0000 ,6722,49
 09 Aug 2022 13:15:16 +0000 ,6722,49
 09 Aug 2022 13:15:16 +0000 ,6722,66
 09 Aug 2022 13:15:16 +0000 ,6722,66
 09 Aug 2022 13:15:16 +0000 ,6722,66
 09 Aug 2022 13:15:16 +0000 ,6720,66
 09 Aug 2022 13:15:16 +0000 ,6720,66
 09 Aug 2022 13:15:16 +0000 ,6720,66
 09 Aug 2022 13:15:16 +0000 ,6717,66
 09 Aug 2022 13:15:16 +0000 ,6717,66
 09 Aug 2022 13:15:16 +0000 ,6717,66
 09 Aug 2022 13:15:16 +0000 ,6719,83
 09 Aug 2022 13:15:16 +0000 ,6719,83
 09 Aug 2022 13:15:16 +0000 ,6719,83
 09 Aug 2022 13:15:16 +0000 ,6720,99
 09 Aug 2022 13:15:16 +0000 ,6720,99
 09 Aug 2022 13:15:16 +0000 ,6720,99
 09 Aug 2022 13:15:16 +0000 ,6723,99
 09 Aug 2022 13:15:16 +0000 ,6723,99
 09 Aug 2022 13:15:16 +0000 ,6723,99
 09 Aug 2022 13:15:16 +0000 ,6724,99
 09 Aug 2022 13:15:16 +0000 ,6724,99
 09 Aug 2022 13:15:16 +0000 ,6724,99
 09 Aug 2022 13:15:16 +0000 ,6727,99
 09 Aug 2022 13:15:16 +0000 ,6727,99
 09 Aug 2022 13:15:16 +0000 ,6727,99
 09 Aug 2022 13:15:16 +0000 ,6723,99
 09 Aug 2022 13:15:16 +0000 ,6723,99
 09 Aug 2022 13:15:16 +0000 ,6723,99
 09 Aug 2022 13:15:16 +0000 ,6727,99
 09 Aug 2022 13:15:16 +0000 ,6727,99
 09 Aug 2022 13:15:16 +0000 ,6727,99
 09 Aug 2022 13:15:16 +0000 ,6727,99
 09 Aug 2022 13:15:16 +0000 ,6727,99
 09 Aug 2022 13:15:16 +0000 ,6727,99
 09 Aug 2022 13:15:16 +0000 ,6729,99
 09 Aug 2022 13:15:16 +0000 ,6729,99
 09 Aug 2022 13:15:16 +0000 ,6729,99
 09 Aug 2022 13:15:16 +0000 ,6734,99
 09 Aug 2022 13:15:16 +0000 ,6734,99
 09 Aug 2022 13:15:16 +0000 ,6734,99
 09 Aug 2022 13:15:16 +0000 ,6735,99
 09 Aug 2022 13:15:16 +0000 ,6735,99
 09 Aug 2022 13:15:16 +0000 ,6735,99
 09 Aug 2022 13:15:16 +0000 ,6735,99
 09 Aug 2022 13:15:16 +0000 ,6735,99
 09 Aug 2022 13:15:16 +0000 ,6735,99
 09 Aug 2022 13:15:16 +0000 ,6736,99
 09 Aug 2022 13:15:16 +0000 ,6736,99
 09 Aug 2022 13:15:16 +0000 ,6736,99
 09 Aug 2022 13:15:16 +0000 ,6734,99
 09 Aug 2022 13:15:16 +0000 ,6734,99
 09 Aug 2022 13:15:16 +0000 ,6734,99
 09 Aug 2022 13:15:16 +0000 ,6735,99
 09 Aug 2022 13:15:16 +0000 ,6735,99
 09 Aug 2022 13:15:16 +0000 ,6735,99
 09 Aug 2022 13:15:35 +0000 ,6741,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6741,100
 09 Aug 2022 13:15:35 +0000 ,6741,100
 09 Aug 2022 13:15:35 +0000 ,6741,100
 09 Aug 2022 13:15:35 +0000 ,6739,100
 09 Aug 2022 13:15:35 +0000 ,6739,100
 09 Aug 2022 13:15:35 +0000 ,6739,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6736,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6739,100
 09 Aug 2022 13:15:35 +0000 ,6739,100
 09 Aug 2022 13:15:35 +0000 ,6739,100
 09 Aug 2022 13:15:35 +0000 ,6739,100
 09 Aug 2022 13:15:35 +0000 ,6739,100
 09 Aug 2022 13:15:35 +0000 ,6739,100
 09 Aug 2022 13:15:35 +0000 ,6740,100
 09 Aug 2022 13:15:35 +0000 ,6740,100
 09 Aug 2022 13:15:35 +0000 ,6740,100
 09 Aug 2022 13:15:35 +0000 ,6740,100
 09 Aug 2022 13:15:35 +0000 ,6740,100
 09 Aug 2022 13:15:35 +0000 ,6740,100
 09 Aug 2022 13:15:35 +0000 ,6740,100
 09 Aug 2022 13:15:35 +0000 ,6740,100
 09 Aug 2022 13:15:35 +0000 ,6740,100
 09 Aug 2022 13:15:35 +0000 ,6740,100
 09 Aug 2022 13:15:35 +0000 ,6740,100
 09 Aug 2022 13:15:35 +0000 ,6740,100
 09 Aug 2022 13:15:35 +0000 ,6740,100
 09 Aug 2022 13:15:35 +0000 ,6740,100
 09 Aug 2022 13:15:35 +0000 ,6740,100
 09 Aug 2022 13:15:35 +0000 ,6741,100
 09 Aug 2022 13:15:35 +0000 ,6741,100
 09 Aug 2022 13:15:35 +0000 ,6741,100
 09 Aug 2022 13:15:35 +0000 ,6741,100
 09 Aug 2022 13:15:35 +0000 ,6741,100
 09 Aug 2022 13:15:35 +0000 ,6741,100
 09 Aug 2022 13:15:35 +0000 ,6744,100
 09 Aug 2022 13:15:35 +0000 ,6744,100
 09 Aug 2022 13:15:35 +0000 ,6744,100
 09 Aug 2022 13:15:35 +0000 ,6744,100
 09 Aug 2022 13:15:35 +0000 ,6744,100
 09 Aug 2022 13:15:35 +0000 ,6744,100
 09 Aug 2022 13:15:35 +0000 ,6742,100
 09 Aug 2022 13:15:35 +0000 ,6742,100
 09 Aug 2022 13:15:35 +0000 ,6742,100
 09 Aug 2022 13:15:35 +0000 ,6742,100
 09 Aug 2022 13:15:35 +0000 ,6742,100
 09 Aug 2022 13:15:35 +0000 ,6742,100
 09 Aug 2022 13:15:35 +0000 ,6742,100
 09 Aug 2022 13:15:35 +0000 ,6742,100
 09 Aug 2022 13:15:35 +0000 ,6742,100
 09 Aug 2022 13:15:35 +0000 ,6740,100
 09 Aug 2022 13:15:35 +0000 ,6740,100
 09 Aug 2022 13:15:35 +0000 ,6740,100
 09 Aug 2022 13:15:35 +0000 ,6742,100
 09 Aug 2022 13:15:35 +0000 ,6742,100
 09 Aug 2022 13:15:35 +0000 ,6742,100
 09 Aug 2022 13:15:35 +0000 ,6742,100
 09 Aug 2022 13:15:35 +0000 ,6742,100
 09 Aug 2022 13:15:35 +0000 ,6742,100
 09 Aug 2022 13:15:35 +0000 ,6742,100
 09 Aug 2022 13:15:35 +0000 ,6742,100
 09 Aug 2022 13:15:35 +0000 ,6742,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6738,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6737,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6734,100
 09 Aug 2022 13:15:35 +0000 ,6731,100
 09 Aug 2022 13:15:35 +0000 ,6731,100
 09 Aug 2022 13:15:35 +0000 ,6731,100
 09 Aug 2022 13:15:35 +0000 ,6730,100
 09 Aug 2022 13:15:35 +0000 ,6730,100
 09 Aug 2022 13:15:35 +0000 ,6730,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6735,100
 09 Aug 2022 13:15:35 +0000 ,6732,100
 09 Aug 2022 13:15:35 +0000 ,6732,100
 09 Aug 2022 13:15:35 +0000 ,6732,100
 09 Aug 2022 13:15:35 +0000 ,6731,100
 09 Aug 2022 13:15:35 +0000 ,6731,100
 09 Aug 2022 13:15:35 +0000 ,6731,100
 09 Aug 2022 13:15:35 +0000 ,6731,100
 09 Aug 2022 13:18:42 +0000 ,1925,47
 09 Aug 2022 13:18:42 +0000 ,1925,47
 09 Aug 2022 13:18:42 +0000 ,1925,47
 09 Aug 2022 13:18:42 +0000 ,1993,47
 09 Aug 2022 13:18:42 +0000 ,1993,47
 09 Aug 2022 13:18:42 +0000 ,1993,47
 09 Aug 2022 13:18:42 +0000 ,2042,39
 09 Aug 2022 13:18:42 +0000 ,2042,39
 09 Aug 2022 13:18:42 +0000 ,2042,39
 09 Aug 2022 13:18:42 +0000 ,2150,29
 09 Aug 2022 13:18:42 +0000 ,2150,29
 09 Aug 2022 13:18:42 +0000 ,2150,29
 09 Aug 2022 13:18:42 +0000 ,2214,21
 09 Aug 2022 13:18:42 +0000 ,2214,21
 09 Aug 2022 13:18:42 +0000 ,2214,21
 09 Aug 2022 13:18:42 +0000 ,2284,14
 09 Aug 2022 13:18:42 +0000 ,2284,14
 09 Aug 2022 13:18:42 +0000 ,2284,14
 09 Aug 2022 13:18:42 +0000 ,2287,15
 09 Aug 2022 13:18:42 +0000 ,2287,15
 09 Aug 2022 13:18:42 +0000 ,2287,15
 09 Aug 2022 13:18:42 +0000 ,2378,14
 09 Aug 2022 13:18:42 +0000 ,2378,14
 09 Aug 2022 13:18:42 +0000 ,2378,14
 09 Aug 2022 13:18:42 +0000 ,2469,15
 09 Aug 2022 13:18:42 +0000 ,2469,15
 09 Aug 2022 13:18:42 +0000 ,2469,15
 09 Aug 2022 13:18:42 +0000 ,2551,7
 09 Aug 2022 13:18:42 +0000 ,2551,7
 09 Aug 2022 13:18:42 +0000 ,2551,7
 09 Aug 2022 13:18:42 +0000 ,2707,7
 09 Aug 2022 13:18:42 +0000 ,2707,7
 09 Aug 2022 13:18:42 +0000 ,2707,7
 09 Aug 2022 13:18:42 +0000 ,3801,57
 09 Aug 2022 13:18:42 +0000 ,3801,57
 09 Aug 2022 13:18:42 +0000 ,3801,57
 09 Aug 2022 13:18:42 +0000 ,3801,57
 09 Aug 2022 13:18:42 +0000 ,3801,57
 09 Aug 2022 13:18:42 +0000 ,3801,57
 09 Aug 2022 13:18:42 +0000 ,3780,57
 09 Aug 2022 13:18:42 +0000 ,3780,57
 09 Aug 2022 13:18:42 +0000 ,3780,57
 09 Aug 2022 13:18:42 +0000 ,3776,57
 09 Aug 2022 13:18:42 +0000 ,3776,57
 09 Aug 2022 13:18:42 +0000 ,3776,57
 09 Aug 2022 13:18:42 +0000 ,3770,57
 09 Aug 2022 13:18:42 +0000 ,3770,57
 09 Aug 2022 13:18:42 +0000 ,3770,57
 09 Aug 2022 13:18:42 +0000 ,3808,60
 09 Aug 2022 13:18:42 +0000 ,3808,60
 09 Aug 2022 13:18:42 +0000 ,3808,60
 09 Aug 2022 13:18:42 +0000 ,3810,50
 09 Aug 2022 13:18:42 +0000 ,3810,50
 09 Aug 2022 13:18:42 +0000 ,3810,50
 09 Aug 2022 13:18:42 +0000 ,3805,49
 09 Aug 2022 13:18:42 +0000 ,3805,49
 09 Aug 2022 13:18:42 +0000 ,3805,49
 09 Aug 2022 13:18:42 +0000 ,3807,39
 09 Aug 2022 13:18:42 +0000 ,3807,39
 09 Aug 2022 13:18:42 +0000 ,3807,39
 09 Aug 2022 13:18:42 +0000 ,3835,39
 09 Aug 2022 13:18:42 +0000 ,3835,39
 09 Aug 2022 13:18:42 +0000 ,3835,39
 09 Aug 2022 13:18:42 +0000 ,3870,40
 09 Aug 2022 13:18:42 +0000 ,3870,40
 09 Aug 2022 13:18:42 +0000 ,3870,40
 09 Aug 2022 13:18:42 +0000 ,3881,30
 09 Aug 2022 13:18:42 +0000 ,3881,30
 09 Aug 2022 13:18:42 +0000 ,3881,30
 09 Aug 2022 13:18:42 +0000 ,3894,20
 09 Aug 2022 13:18:42 +0000 ,3894,20
 09 Aug 2022 13:18:42 +0000 ,3894,20
 09 Aug 2022 13:18:42 +0000 ,3908,10
 09 Aug 2022 13:18:42 +0000 ,3908,10
 09 Aug 2022 13:18:42 +0000 ,3908,10
 09 Aug 2022 13:18:42 +0000 ,3925,0
 09 Aug 2022 13:18:42 +0000 ,3925,0
 09 Aug 2022 13:18:42 +0000 ,3925,0
 09 Aug 2022 13:18:42 +0000 ,3945,0
 09 Aug 2022 13:18:42 +0000 ,3945,0
 09 Aug 2022 13:18:42 +0000 ,3945,0
 09 Aug 2022 13:18:42 +0000 ,3968,0
 09 Aug 2022 13:18:42 +0000 ,3968,0
 09 Aug 2022 13:18:42 +0000 ,3968,0
 09 Aug 2022 13:18:42 +0000 ,4639,0
 09 Aug 2022 13:18:42 +0000 ,4639,0
 09 Aug 2022 13:18:42 +0000 ,4639,0
 09 Aug 2022 13:18:42 +0000 ,4423,0
 09 Aug 2022 13:18:42 +0000 ,6749,66
 09 Aug 2022 13:18:42 +0000 ,6749,66
 09 Aug 2022 13:18:42 +0000 ,6746,68
 09 Aug 2022 13:18:42 +0000 ,6746,68
 09 Aug 2022 13:18:42 +0000 ,6746,68
 09 Aug 2022 13:18:42 +0000 ,6746,70
 09 Aug 2022 13:18:42 +0000 ,6746,70
 09 Aug 2022 13:18:42 +0000 ,6746,70
 09 Aug 2022 13:18:42 +0000 ,6743,71
 09 Aug 2022 13:18:42 +0000 ,6743,71
 09 Aug 2022 13:18:42 +0000 ,6743,71
 09 Aug 2022 13:18:42 +0000 ,6743,73
 09 Aug 2022 13:18:42 +0000 ,6743,73
 09 Aug 2022 13:18:42 +0000 ,6743,73
 09 Aug 2022 13:18:42 +0000 ,6743,75
 09 Aug 2022 13:18:42 +0000 ,6743,75
 09 Aug 2022 13:18:42 +0000 ,6743,75
 09 Aug 2022 13:18:42 +0000 ,6742,76
 09 Aug 2022 13:18:42 +0000 ,6742,76
 09 Aug 2022 13:18:42 +0000 ,6742,76
 09 Aug 2022 13:18:42 +0000 ,6742,78
 09 Aug 2022 13:18:42 +0000 ,6742,78
 09 Aug 2022 13:18:42 +0000 ,6742,78
 09 Aug 2022 13:18:42 +0000 ,6742,79
 09 Aug 2022 13:18:42 +0000 ,6742,79
 09 Aug 2022 13:18:42 +0000 ,6742,79
 09 Aug 2022 13:18:42 +0000 ,6741,81
 09 Aug 2022 13:18:42 +0000 ,6741,81
 09 Aug 2022 13:18:42 +0000 ,6741,81
