time,field,id,lat,lon
46,Frigg,0.0,58.86347947150563,2.0013155764704984
47,Frigg,0.0,58.863534812223676,2.0027736302138277
48,Frigg,0.0,58.86367014690813,2.0017068625406798
49,Frigg,0.0,58.86496873233339,2.0004557675450556
50,Frigg,0.0,58.86174612778849,2.00229781587443
51,Frigg,0.0,58.863606747364535,2.0009763869977997
52,Frigg,0.0,58.862647343414096,2.001030907159319
53,Frigg,0.0,58.86272838194666,2.0015648761430636
54,Frigg,0.0,58.86510326045013,2.000981287943939
55,Frigg,0.0,58.8645568627107,2.001099682539578
56,Frigg,0.0,58.8637574628012,2.002486130937887
57,Frigg,0.0,58.86359116991176,2.0003706750783383
58,Frigg,0.0,58.86349535770788,2.001562346265602
59,Frigg,0.0,58.8621790128618,2.0017925069343563
60,Frigg,0.0,58.86436091562078,2.0021515042708367
61,Frigg,0.0,58.86355859996211,2.0016229670230423
62,Frigg,0.0,58.861614510326554,2.0017943025266334
63,Frigg,0.0,58.862670047164244,2.0035122375769094
64,Frigg,0.0,58.86454416044915,2.0032610840873204
65,Frigg,0.0,58.86091944256351,2.002559994293528
66,Frigg,0.0,58.861949350396195,2.000819735928257
67,Frigg,0.0,58.86403867669913,2.0005127625240355
68,Frigg,0.0,58.86205481385749,2.001305397066651
69,Frigg,0.0,58.865197087773296,2.002146564751069
70,Frigg,0.0,58.86316176297953,2.0011343157788812
71,Frigg,0.0,58.864411383091166,2.0013186625851613
72,Frigg,0.0,58.86272222233223,2.0004460382340223
73,Frigg,0.0,58.864508042668824,2.0019761450925357
74,Frigg,0.0,58.86372705403364,2.002139224915457
75,Frigg,0.0,58.86391343708589,2.0008698909803377
76,Frigg,0.0,58.86389725182148,2.0017938537136124
77,Frigg,0.0,58.86165850283014,2.001265888411392
78,Frigg,0.0,58.86328759095011,2.000511708411195
79,Frigg,0.0,58.86282675517768,2.002444810964733
80,Frigg,0.0,58.86468788535433,2.0032935043647275
81,Frigg,0.0,58.86212163974674,2.0017418590119616
82,Frigg,0.0,58.862654940115554,2.001968265566461
83,Frigg,0.0,58.862918813914696,2.001881845936903
84,Frigg,0.0,58.86457649057869,2.001906513226544
85,Frigg,0.0,58.8636962692289,2.001726114329266
86,Frigg,0.0,58.86482327875915,2.0010513877633076
87,Frigg,0.0,58.86272844241404,2.001119882689478
88,Frigg,0.0,58.86235056865362,2.000668973080323
89,Frigg,0.0,58.86321857322192,2.001061089177141
90,Frigg,0.0,58.86365684701649,2.002442707694501
91,Frigg,0.0,58.86418444945637,2.0011251572856756
92,Frigg,0.0,58.86324228130377,2.0018211322980144
93,Frigg,0.0,58.8619217361838,2.0008674270553293
94,Frigg,0.0,58.86398612633862,2.003011037847018
95,Frigg,0.0,58.863933780968146,2.0008664387413093
96,Frigg,0.0,58.86183998887305,2.002553163312654
97,Frigg,0.0,58.86284900905499,2.0014710546836065
98,Frigg,0.0,58.86320012798047,2.000462468969337
99,Frigg,0.0,58.86319210387475,2.001314443547046
100,Frigg,0.0,58.86199825755455,2.002639432975293
101,Frigg,0.0,58.86478635107748,2.002409986521217
102,Frigg,0.0,58.86267672116582,2.0002347512781515
103,Frigg,0.0,58.86507755223409,2.0010575447952155
104,Frigg,0.0,58.86260165649058,2.0024241849521442
105,Frigg,0.0,58.863639328113806,2.0012465788270224
106,Frigg,0.0,58.86401983161362,2.003011287436092
107,Frigg,0.0,58.863453387055905,2.0008707883975068
108,Frigg,0.0,58.86218172943373,2.0019219490476066
109,Frigg,0.0,58.86418220493371,2.001202973394407
110,Frigg,0.0,58.86335788199816,1.9998870301790308
111,Frigg,0.0,58.863140809708256,2.0014040913348348
112,Frigg,0.0,58.863913346905925,2.000725952545693
113,Frigg,0.0,58.862394175109536,2.0024723132710522
114,Frigg,0.0,58.865440266099284,2.0021227164582824
115,Frigg,0.0,58.863558623603886,2.0003716910941636
116,Frigg,0.0,58.86256488689812,2.0012603853142656
117,Frigg,0.0,58.864036969722385,2.000871516950163
118,Frigg,0.0,58.86352584207937,2.0020948421590874
119,Frigg,0.0,58.864680760228815,1.9997525789734572
120,Frigg,0.0,58.864224410315344,2.0024443623520067
121,Frigg,0.0,58.86159751901327,2.0021428476034338
122,Frigg,0.0,58.86469481510801,2.001063993476065
123,Frigg,0.0,58.864063796805844,2.0018088269713146
124,Frigg,0.0,58.86364327368915,2.0022315237629837
125,Frigg,0.0,58.86278282190332,2.0018199793546128
126,Frigg,0.0,58.863929962812946,2.0030001635502632
127,Frigg,0.0,58.86627351773164,2.0020403774998123
128,Frigg,0.0,58.86375688201055,2.0006920293228525
129,Frigg,0.0,58.865034462182265,2.0018903812679225
130,Frigg,0.0,58.86443273907641,2.001146596562022
131,Frigg,0.0,58.86498822291652,2.00240624218044
132,Frigg,0.0,58.862978447518074,1.9990349926333375
133,Frigg,0.0,58.86339638469097,2.001632112054658
134,Frigg,0.0,58.864669333511515,2.0021681227953962
135,Frigg,0.0,58.86354216407511,2.0015255623062744
136,Frigg,0.0,58.864679056411525,2.0012877623092353
137,Frigg,0.0,58.863134108449465,2.0012451781332996
138,Frigg,0.0,58.864090243487354,1.9999356892367426
139,Frigg,0.0,58.86191483574083,2.0021635477849937
140,Frigg,0.0,58.864023288476425,1.9984547980641256
141,Frigg,0.0,58.86382128649729,2.0002824700704136
142,Frigg,0.0,58.86351554353678,1.999998966403776
143,Frigg,0.0,58.86439755866858,2.0006554844818534
144,Frigg,0.0,58.8634153818074,2.002646084867253
145,Frigg,0.0,58.86398750806481,2.000829292167942
146,Frigg,0.0,58.86303848544678,2.001900790516294
147,Frigg,0.0,58.864325966428744,2.001690881548083
148,Frigg,0.0,58.863755336934105,2.0011928487804815
149,Frigg,0.0,58.86257808737078,2.0014322679124503
150,Frigg,0.0,58.8653637329999,2.0013746894096207
151,Frigg,0.0,58.86381622341312,2.0025759105734346
152,Frigg,0.0,58.86376198990434,2.0012405729005986
153,Frigg,0.0,58.86305186312156,2.0035117029803984
154,Frigg,0.0,58.863479018703785,2.001087259849227
155,Frigg,0.0,58.86262412664894,2.002325297800237
156,Frigg,0.0,58.86190941764222,2.0008808841986356
157,Frigg,0.0,58.863775130089266,2.0017762442639877
158,Frigg,0.0,58.86379725519518,2.000872877033994
159,Frigg,0.0,58.86249275488657,2.0038617985349547
160,Frigg,0.0,58.86371895336259,2.0020563924149117
161,Frigg,0.0,58.86339374288125,2.0027927596337767
162,Frigg,0.0,58.86218295160964,2.0019721056870368
163,Frigg,0.0,58.861551711700905,2.0033486495528248
164,Frigg,0.0,58.86345196719005,2.002170387728796
165,Frigg,0.0,58.86271731448913,2.001086539769338
166,Frigg,0.0,58.86286781645746,2.00070138381363
167,Frigg,0.0,58.86326622039381,2.001761044721629
168,Frigg,0.0,58.862267610261895,2.000823038574759
169,Frigg,0.0,58.86278137870275,2.002209448795361
170,Frigg,0.0,58.86241004860677,2.0018057439857766
171,Frigg,0.0,58.86395541352213,2.00045651188201
172,Frigg,0.0,58.86358222010455,2.0011615559023666
173,Frigg,0.0,58.862241265272,2.0016174959045614
174,Frigg,0.0,58.862593774334904,2.002060263525407
175,Frigg,0.0,58.8637864210288,2.0018455202409644
176,Frigg,0.0,58.863569687310076,2.0014406952982617
177,Frigg,0.0,58.86440935266191,2.003111828336103
178,Frigg,0.0,58.86371063907393,2.0002247632639314
179,Frigg,0.0,58.861684461007066,2.0012142978772807
180,Frigg,0.0,58.865113740684045,2.0033015696147967
181,Frigg,0.0,58.86314318436345,2.0008848001183575
182,Frigg,0.0,58.863360072278816,2.0019471529590063
183,Frigg,0.0,58.862631754993835,2.000913756845689
184,Frigg,0.0,58.86576289025993,2.0011115797626187
185,Frigg,0.0,58.86415648938459,2.0004160014767183
186,Frigg,0.0,58.86419888884757,2.0016546458158424
187,Frigg,0.0,58.86324676327831,2.003092624111052
188,Frigg,0.0,58.862670750462506,2.002951823810856
189,Frigg,0.0,58.86309930301872,2.0025159484756143
190,Frigg,0.0,58.86341069471465,2.0008546179275237
191,Frigg,0.0,58.86270597736182,2.002306364471678
192,Frigg,0.0,58.86350776006268,2.0021256430045407
193,Frigg,0.0,58.86335008086939,2.000446190793106
194,Frigg,0.0,58.862854725908676,2.002217104667401
195,Frigg,0.0,58.86355308335154,2.0022024611810147
196,Frigg,0.0,58.8615234901268,2.001235253465071
197,Frigg,0.0,58.86365727236312,2.002278676691982
198,Frigg,0.0,58.86449777865325,2.002916903913197
199,Frigg,0.0,58.863940722043566,2.0002666851596254
0,Frigg,1.0,58.851373694311555,2.0117577751070472
1,Frigg,1.0,58.85089007042901,2.01151803101788
2,Frigg,1.0,58.849454714648445,2.0112877693383977
3,Frigg,1.0,58.85276601782073,2.011953805619334
4,Frigg,1.0,58.85439969150854,2.0109432868369006
5,Frigg,1.0,58.851339390679335,2.010369812097238
6,Frigg,1.0,58.8508213148786,2.0117426323001424
7,Frigg,1.0,58.85167710154569,2.012705124099791
8,Frigg,1.0,58.85204188356601,2.0102760365780905
9,Frigg,1.0,58.851710111835246,2.0120451405011464
10,Frigg,1.0,58.85115803202338,2.0122094528972427
11,Frigg,1.0,58.852165881349165,2.012853670349871
12,Frigg,1.0,58.8513690379116,2.0119154029666158
13,Frigg,1.0,58.85210122189283,2.0120786455604294
14,Frigg,1.0,58.85085301678754,2.011538303069373
15,Frigg,1.0,58.851601058979966,2.0117423188006596
16,Frigg,1.0,58.85186906085201,2.0108439333859516
17,Frigg,1.0,58.85151808691481,2.0111570799906904
18,Frigg,1.0,58.850759955896145,2.0116276991429483
19,Frigg,1.0,58.849835541113805,2.0123236239639666
20,Frigg,1.0,58.84922271178778,2.0120792710092426
21,Frigg,1.0,58.8509305459771,2.0105258935907546
22,Frigg,1.0,58.852578475516104,2.0110425096357427
23,Frigg,1.0,58.85085182073323,2.0120269683070875
24,Frigg,1.0,58.85225101114546,2.0108291152093263
25,Frigg,1.0,58.85069406404559,2.0101111335317943
26,Frigg,1.0,58.85070226313414,2.0111263813655684
27,Frigg,1.0,58.85069537940882,2.0111601493061033
28,Frigg,1.0,58.85013039045274,2.012698681413268
29,Frigg,1.0,58.85107421687392,2.011376951729739
30,Frigg,1.0,58.850526697260236,2.009705038262893
31,Frigg,1.0,58.85035234232207,2.0113520164449263
32,Frigg,1.0,58.85099129380828,2.011195100370014
33,Frigg,1.0,58.849480700324555,2.011073437471959
34,Frigg,1.0,58.851798227396024,2.0116409271255313
35,Frigg,1.0,58.85185988513652,2.0120614247679134
36,Frigg,1.0,58.85133737525394,2.013244750829084
37,Frigg,1.0,58.85035059452124,2.011788676960999
38,Frigg,1.0,58.851008461254466,2.0107297027025997
39,Frigg,1.0,58.85090302457429,2.0126987670054177
40,Frigg,1.0,58.8518760228165,2.012703701409112
41,Frigg,1.0,58.85069852345887,2.009437204358321
42,Frigg,1.0,58.852550302527405,2.0132865348585915
43,Frigg,1.0,58.850337837593344,2.0116713123856336
44,Frigg,1.0,58.85135479454102,2.011269959578803
45,Frigg,1.0,58.85214003532437,2.008526263392814
46,Frigg,1.0,58.850814796735094,2.012067839181817
47,Frigg,1.0,58.85021306063305,2.0123225112134038
48,Frigg,1.0,58.85100761954517,2.0111914035771523
49,Frigg,1.0,58.849810453484004,2.0124957983732514
50,Frigg,1.0,58.85135953653163,2.0123348738123985
51,Frigg,1.0,58.85017879971209,2.012943928018425
52,Frigg,1.0,58.851423253819505,2.012058879389606
53,Frigg,1.0,58.85060813729802,2.0116426664896783
54,Frigg,1.0,58.85103398626748,2.0105286108665017
55,Frigg,1.0,58.850805388272086,2.012646596396897
56,Frigg,1.0,58.85094353423486,2.0109474752781797
57,Frigg,1.0,58.848798757436654,2.0099675037181775
58,Frigg,1.0,58.85182067983517,2.010404630936325
59,Frigg,1.0,58.85039842423873,2.010654767548279
60,Frigg,1.0,58.85134991077598,2.0110939281582514
61,Frigg,1.0,58.848706535993024,2.012667083949088
62,Frigg,1.0,58.85154250121168,2.011973198981661
63,Frigg,1.0,58.850899386978696,2.0113120001273055
64,Frigg,1.0,58.85105385016331,2.0113056175821162
65,Frigg,1.0,58.85169113439011,2.0124588456832853
66,Frigg,1.0,58.85161678560368,2.0120381784239494
67,Frigg,1.0,58.850368089166075,2.0136436796912207
68,Frigg,1.0,58.849760199222544,2.0104413347960453
69,Frigg,1.0,58.84847630063212,2.0119164475102935
70,Frigg,1.0,58.85044565853632,2.012481683464287
71,Frigg,1.0,58.85111267562811,2.0098537858499657
72,Frigg,1.0,58.851004369307674,2.0110001841653156
73,Frigg,1.0,58.850061522736205,2.0122310762402376
74,Frigg,1.0,58.84958364437881,2.0124189915351898
75,Frigg,1.0,58.85144061613628,2.012273179649852
76,Frigg,1.0,58.851290643165996,2.0118710498006935
77,Frigg,1.0,58.8521548651721,2.0124268822061233
78,Frigg,1.0,58.8494353595417,2.0136449899808877
79,Frigg,1.0,58.85101465263536,2.0120306422391154
80,Frigg,1.0,58.85036630672123,2.0122175185093427
81,Frigg,1.0,58.8504364278108,2.0124850952501028
82,Frigg,1.0,58.851406743788374,2.011898976132108
83,Frigg,1.0,58.849473096714966,2.010866131909846
84,Frigg,1.0,58.85055053889789,2.011751481349194
85,Frigg,1.0,58.85130256591571,2.0108266622205404
86,Frigg,1.0,58.85084914307549,2.011522618277179
87,Frigg,1.0,58.850742617087924,2.0098469558961183
88,Frigg,1.0,58.851865529945236,2.0126604890654134
89,Frigg,1.0,58.85023039736303,2.0110172220692006
90,Frigg,1.0,58.8508473803905,2.0109759852222875
91,Frigg,1.0,58.85050291452502,2.008972205085729
92,Frigg,1.0,58.852282188774566,2.0131086973303414
93,Frigg,1.0,58.85149594273474,2.010951380271046
94,Frigg,1.0,58.851493225769175,2.0117564531661682
95,Frigg,1.0,58.85195227450573,2.0116496023504706
96,Frigg,1.0,58.85262579722468,2.0112514566887953
97,Frigg,1.0,58.851651913179744,2.012163932046948
98,Frigg,1.0,58.850413079237974,2.0114720097786036
99,Frigg,1.0,58.85151444498495,2.0110990506980415
100,Frigg,1.0,58.849301195330014,2.0124144878699752
101,Frigg,1.0,58.85230901222308,2.011415112287349
102,Frigg,1.0,58.84983174748372,2.0111079405962253
103,Frigg,1.0,58.850268092862514,2.012195387715052
104,Frigg,1.0,58.85152711579452,2.012961810883363
105,Frigg,1.0,58.8509930433921,2.0115807294566337
106,Frigg,1.0,58.85187452281629,2.011762698335491
107,Frigg,1.0,58.853270317866034,2.0137676009043632
108,Frigg,1.0,58.852566612737064,2.011368992085978
109,Frigg,1.0,58.85178728839049,2.011403820701771
110,Frigg,1.0,58.85054685733978,2.010617983833519
111,Frigg,1.0,58.85114689950028,2.0097208726939786
112,Frigg,1.0,58.84990376423401,2.0103941774747844
113,Frigg,1.0,58.849741158777775,2.0111477847040438
114,Frigg,1.0,58.84901361427231,2.012005043757902
115,Frigg,1.0,58.851856632230735,2.0104726371015733
116,Frigg,1.0,58.84781769364377,2.0119397349521058
117,Frigg,1.0,58.850694592330065,2.0109639626189373
118,Frigg,1.0,58.85119854698974,2.010710566937251
119,Frigg,1.0,58.850235434877774,2.0121788030842187
120,Frigg,1.0,58.851828435723,2.009999768732738
121,Frigg,1.0,58.85178312728081,2.010554232948968
122,Frigg,1.0,58.85112249949763,2.010842835640418
123,Frigg,1.0,58.85183601977422,2.011869546695977
124,Frigg,1.0,58.85119231779177,2.010557524594808
125,Frigg,1.0,58.85030856793015,2.0104905248957863
126,Frigg,1.0,58.85095842810323,2.0138137913721263
127,Frigg,1.0,58.85219017187447,2.013301321149399
128,Frigg,1.0,58.85012282820363,2.011028278325329
129,Frigg,1.0,58.85198360287581,2.010882245504442
130,Frigg,1.0,58.85080568037546,2.012316359473432
131,Frigg,1.0,58.85240315903226,2.0111405745988895
132,Frigg,1.0,58.85130388671878,2.0096448264170963
133,Frigg,1.0,58.851166203705446,2.0107869931662368
134,Frigg,1.0,58.85083328866381,2.0123082094261657
135,Frigg,1.0,58.85029389311404,2.0127076986858183
136,Frigg,1.0,58.85106329482697,2.011052937275121
137,Frigg,1.0,58.852784252235104,2.011417547536861
138,Frigg,1.0,58.851473106196245,2.01158545025897
139,Frigg,1.0,58.850160681622405,2.012694279413992
140,Frigg,1.0,58.848666935056094,2.010559172879351
141,Frigg,1.0,58.85045255349047,2.0110926610028477
142,Frigg,1.0,58.849943767001704,2.011618852716896
143,Frigg,1.0,58.84995644284908,2.0132242910954132
144,Frigg,1.0,58.8517512278389,2.0124959741053914
145,Frigg,1.0,58.85094148398796,2.011899031414205
146,Frigg,1.0,58.850523472571574,2.0121526289337828
147,Frigg,1.0,58.85143342524493,2.01198942397299
148,Frigg,1.0,58.85249199672369,2.0112007034235786
149,Frigg,1.0,58.851515755486325,2.013599157606152
150,Frigg,1.0,58.8513406665131,2.0097878246803496
151,Frigg,1.0,58.85062769281092,2.0139517405044245
152,Frigg,1.0,58.848788116095406,2.0126610955646895
153,Frigg,1.0,58.850894498075704,2.011026922536118
154,Frigg,1.0,58.85177595638576,2.0109933764567494
155,Frigg,1.0,58.852789778569495,2.014022293720024
156,Frigg,1.0,58.85093847161912,2.012256531673926
157,Frigg,1.0,58.85003116828843,2.012646653589259
158,Frigg,1.0,58.84827235632454,2.010895863304705
159,Frigg,1.0,58.849190625184555,2.0105987888317367
160,Frigg,1.0,58.84877590135165,2.01227733244037
161,Frigg,1.0,58.85099691465506,2.0122674329062074
162,Frigg,1.0,58.84983015151728,2.011340298544346
163,Frigg,1.0,58.85127143445286,2.0110813740218196
164,Frigg,1.0,58.84951723095717,2.011252279713822
165,Frigg,1.0,58.85120792262009,2.012284179018017
166,Frigg,1.0,58.84953776900719,2.011136582629781
167,Frigg,1.0,58.85038528498404,2.0118236796003437
168,Frigg,1.0,58.85125241670463,2.0116788741778557
169,Frigg,1.0,58.849123632599785,2.0116437262400404
170,Frigg,1.0,58.84946946720057,2.0109983298633014
171,Frigg,1.0,58.851984660996855,2.011448604471152
172,Frigg,1.0,58.84987870679828,2.011705005243444
173,Frigg,1.0,58.85050277573046,2.0099263309484257
174,Frigg,1.0,58.852263329025064,2.0118890042444892
175,Frigg,1.0,58.85066989237333,2.0112992127067937
176,Frigg,1.0,58.851475368647705,2.011335395218167
177,Frigg,1.0,58.85169365962843,2.0124707060323614
178,Frigg,1.0,58.849171954186225,2.0102134561659257
179,Frigg,1.0,58.84987467641827,2.0120733461925604
180,Frigg,1.0,58.85082387459389,2.010278563095619
181,Frigg,1.0,58.85230858708971,2.0112373287301124
182,Frigg,1.0,58.84904018152051,2.011342779926938
183,Frigg,1.0,58.8495188998393,2.010922572629151
184,Frigg,1.0,58.8510493645757,2.0124508647822776
185,Frigg,1.0,58.85127732124153,2.0109619228024407
186,Frigg,1.0,58.85039862688997,2.0117824456993576
187,Frigg,1.0,58.84984872730114,2.0121996161036435
188,Frigg,1.0,58.850052376283664,2.013091539532339
189,Frigg,1.0,58.85138301156298,2.010711830454021
190,Frigg,1.0,58.852030628491654,2.012403924242475
191,Frigg,1.0,58.85161107017991,2.0138435433668698
192,Frigg,1.0,58.849848291529455,2.0138579232434988
193,Frigg,1.0,58.84985819317536,2.0101144904866652
194,Frigg,1.0,58.85077456916902,2.0102899889285175
195,Frigg,1.0,58.84866057088834,2.0108936102988784
196,Frigg,1.0,58.8512236708128,2.0111779514239867
197,Frigg,1.0,58.8519769297316,2.0129511727925293
198,Frigg,1.0,58.85077983809725,2.010754014815549
199,Frigg,1.0,58.85097145534496,2.0132450293670807
0,Frigg,2.0,58.85199475998021,2.042702726091233
1,Frigg,2.0,58.851393600327796,2.043895725854517
2,Frigg,2.0,58.85256491196508,2.042344186888633
3,Frigg,2.0,58.84998803586321,2.043273285430648
4,Frigg,2.0,58.85214898304777,2.044340213006704
5,Frigg,2.0,58.85362649622636,2.0450244604737433
6,Frigg,2.0,58.85311806607915,2.0424757467357466
7,Frigg,2.0,58.85176211486874,2.0430954413269813
8,Frigg,2.0,58.851932785950176,2.044059711655641
9,Frigg,2.0,58.85162084157628,2.0428330620355606
10,Frigg,2.0,58.85182049773762,2.043557294548422
11,Frigg,2.0,58.852605866229574,2.0420007142617203
12,Frigg,2.0,58.85238485960613,2.043962299997258
13,Frigg,2.0,58.85055116224456,2.0434458319984286
14,Frigg,2.0,58.85106286380574,2.0433626440745125
15,Frigg,2.0,58.85133759432458,2.0427737353631805
16,Frigg,2.0,58.853053860824524,2.0430956768454887
17,Frigg,2.0,58.85176516650744,2.0440659513746273
18,Frigg,2.0,58.85253333292224,2.0426174860605046
19,Frigg,2.0,58.85255039015486,2.0434709879636337
20,Frigg,2.0,58.851465026253635,2.0426572732171913
21,Frigg,2.0,58.852171570997186,2.0434463078079217
22,Frigg,2.0,58.85165081665681,2.0438050534254266
23,Frigg,2.0,58.85348790347581,2.0442477839553055
24,Frigg,2.0,58.84927509586803,2.0424527226945233
25,Frigg,2.0,58.85408306133964,2.0427259967715843
26,Frigg,2.0,58.852417545596495,2.043657186369822
27,Frigg,2.0,58.850882539533764,2.042367202862701
28,Frigg,2.0,58.85100371011651,2.045574311340035
29,Frigg,2.0,58.85101923065933,2.0430657762984463
30,Frigg,2.0,58.85295000151747,2.043271100302144
31,Frigg,2.0,58.852487398277376,2.0403483732750565
32,Frigg,2.0,58.85267243497467,2.041286906688693
33,Frigg,2.0,58.851282023715385,2.0442094633670753
34,Frigg,2.0,58.85073942184402,2.042933544914286
35,Frigg,2.0,58.85234307571038,2.04179596078023
36,Frigg,2.0,58.85242613114538,2.0436735046154313
37,Frigg,2.0,58.85360944415842,2.0446460748409883
38,Frigg,2.0,58.85084250112076,2.0427459534586614
39,Frigg,2.0,58.853827344319605,2.0422167481875353
40,Frigg,2.0,58.85161025619728,2.0422397176107037
41,Frigg,2.0,58.85292303651227,2.0428790220904443
42,Frigg,2.0,58.85164802752631,2.042881154698321
43,Frigg,2.0,58.852002490667445,2.0422581211529374
44,Frigg,2.0,58.8527078052353,2.0432243617582757
45,Frigg,2.0,58.85037222091467,2.0429595156089264
46,Frigg,2.0,58.85244103467692,2.0415953167804433
47,Frigg,2.0,58.851598343519484,2.044066515941604
48,Frigg,2.0,58.85247005463836,2.0437969469248327
49,Frigg,2.0,58.85197597236027,2.0441976557873716
50,Frigg,2.0,58.8533048010861,2.0432481575059924
51,Frigg,2.0,58.8515547750358,2.042609102807077
52,Frigg,2.0,58.8516591631012,2.0426923042718843
53,Frigg,2.0,58.85289403260536,2.043592249210491
54,Frigg,2.0,58.85337376615231,2.043395330591589
55,Frigg,2.0,58.85336491267373,2.044363890125876
56,Frigg,2.0,58.85170340186152,2.04308426136652
57,Frigg,2.0,58.85005730940163,2.0428524319402572
58,Frigg,2.0,58.85361917355515,2.0434672676229164
59,Frigg,2.0,58.85233009058657,2.042556062386884
60,Frigg,2.0,58.85113034699607,2.0409779050520815
61,Frigg,2.0,58.85257731487855,2.0426121069005916
62,Frigg,2.0,58.85510711572916,2.042476091045804
63,Frigg,2.0,58.852568174013605,2.043381483612632
64,Frigg,2.0,58.851505242001025,2.0453078795668067
65,Frigg,2.0,58.85227204491742,2.042025871202704
66,Frigg,2.0,58.85301989379807,2.042961912438479
67,Frigg,2.0,58.85206628845287,2.042424519676779
68,Frigg,2.0,58.85206381988668,2.0439763795062103
69,Frigg,2.0,58.85145479817011,2.042023698206616
70,Frigg,2.0,58.85249442788261,2.043536619635993
71,Frigg,2.0,58.8540019468708,2.043061022296095
72,Frigg,2.0,58.85180923217011,2.0421151937446993
73,Frigg,2.0,58.85163043407415,2.0426853652653234
74,Frigg,2.0,58.85279581858274,2.042490056390678
75,Frigg,2.0,58.850768661617835,2.0423886856650664
76,Frigg,2.0,58.85186175768317,2.0425399627547636
77,Frigg,2.0,58.85256292277551,2.043425875101984
78,Frigg,2.0,58.851012182127924,2.042718334141346
79,Frigg,2.0,58.85433203692482,2.041726938803409
80,Frigg,2.0,58.85393574490307,2.04244815559059
81,Frigg,2.0,58.85113628460343,2.0416768549984723
82,Frigg,2.0,58.85260124647542,2.042630213427057
83,Frigg,2.0,58.85173559616756,2.0416441701287305
84,Frigg,2.0,58.85151625346616,2.042538642174342
85,Frigg,2.0,58.85296485310671,2.042673018589249
86,Frigg,2.0,58.853192956468924,2.043745557105425
87,Frigg,2.0,58.851592090781956,2.0444531368273444
88,Frigg,2.0,58.85029891661832,2.0431612856291994
89,Frigg,2.0,58.852820482100874,2.0445733158897985
90,Frigg,2.0,58.850862452320605,2.0424008740918245
91,Frigg,2.0,58.85200566575268,2.042953854117113
92,Frigg,2.0,58.852120033411275,2.0414330541778254
93,Frigg,2.0,58.85120930274415,2.040817291907754
94,Frigg,2.0,58.851943784409904,2.043439558017081
95,Frigg,2.0,58.85296570736596,2.0428314828463723
96,Frigg,2.0,58.8511460167931,2.0433116835743754
97,Frigg,2.0,58.851893400930656,2.0437641060736897
98,Frigg,2.0,58.85301263252215,2.044190084582156
99,Frigg,2.0,58.85106453635925,2.042508025181105
100,Frigg,2.0,58.85326691519786,2.0432157246325247
101,Frigg,2.0,58.85133207519052,2.0433514280483926
102,Frigg,2.0,58.852078008456886,2.0424952031091994
103,Frigg,2.0,58.85195682971085,2.0427772580833796
104,Frigg,2.0,58.85361059382651,2.0432112398831874
105,Frigg,2.0,58.85297976632082,2.0425029293214982
